result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?
443.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,emu,,Bæredygtighed i børnehøjde,https://emu.dk/sites/default/files/2019-03/B%C3%A6redygtighed%20i%20b%C3%B8rneh%C3%B8jde.pdf,"kalde Bæredygtighed i Børnehøjde. Projekt Bæredygtighed i Børnehøjde har tre de-lelementer: • Indhente viden, eksempler og aktiviteter om bæredygtighed og miljø i relation til førsko-lebørn. • Udvikle, afprøve og evaluere denne viden samt de praktiske aktiviteter i en pilotgruppe. • Udbrede og formidle resultaterne til pædago-",1470000.0,,
444.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,alfix,,Alfix A/S - Bæredygtighed,https://www.alfix.com/da/baeredygtighed,"Bæredygtighed Alfix har siden 2000 arbejdet dedikeret og målrettet med at minimere sine miljøpåvirkninger og samtidig sikre arbejdsmiljøvenlige produkter og løsninger til markedet. Men udover miljø- og arbejdsmiljøhensyn (bæredygtighed), så har vi også klare holdninger til det samfund, vi omgiver os med. Sådan har det altid været i Alfix.",1470000.0,,
445.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,bmbyggeindustri,,Bæredygtighed - Bmbyggeindustri 2020,https://bmbyggeindustri.dk/baeredygtighed/,"BÆREDYGTIGHED Bæredygtighed kan defineres som: “Skaffer menneskene og miløet det bedste uden at skade fremtidige generationers mulighed for at dække deres behov”. Bæredygtighed dvs. afvejning af miljømæssige, sociale og økonomiske problemstillinger skal være gennemgående i alle niveauer. Vi vil sikre en udvikling, der er fremtidssikret og har omtanke for klimaudvikling samt ...",1470000.0,,
446.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,hth,,Bæredygtighed - HTH,https://www.hth.dk/om-hth/baeredygtighed/,"Bæredygtighed er et meget vigtigt område for os. Vi ønsker at bidrage til en bæredygtig fremtid ved at hjælpe vores kunder til at leve et mere bæredygtigt liv i køkkenet. Desuden forsøger vi altid at minimere eventuelle negative påvirkninger, som vores produkter og processer har på mennesker og miljø. Vores ambition er hele tiden at bestræbe os på at gøre vores produkter og ...",1470000.0,,
447.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,brandbjerg,,Bæredygtighed - Brandbjerg,https://brandbjerg.dk/baeredygtighed-4/,"Bæredygtighed – det gør en forskel Fagmiljøerne på Brandbjerg handler om at skabe rum til både fordybelse og variation. Du kan altså få fag der drejer sig om bæredygtighed i stort set alle fagmoduler, men ikke alle. Vi tror på, at vi er hele mennesker som ikke kun interesserer sig for ét emne – og det kan du dyrke på Brandbjerg.",1470000.0,,
449.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,nike,,Nike Bæredygtighed. Move to Zero. Nike DK,https://www.nike.com/dk/baeredygtighed,"bæredygtighed. move to zero er nikes rejse mod nul co2-udledning og nul spild for at tage vare pÅ sportens fremtid. fØlg hvert skridt pÅ vores rejse, og opdag nye mÅder, hvor vi sammen kan move to zero. what we’re made of.",1470000.0,,
450.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,baeredygtigtlandbrug,,En bæredygtig definition af bæredygtighed - Bæredygtigt ...,https://baeredygtigtlandbrug.dk/2015/04/en-baeredygtig-definition/,"Definitionen af bæredygtig udvikling bliver mere og mere aktuel i takt med, at det ene ”grønne” politiske initiativ efter det andet i realiteten viser sig at modvirke en bæredygtig udvikling. I flæng kan nævnes: vandplaner, politiske kvælstofnormer og politisk fremme af økologisk produktion.",1470000.0,,
451.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,sweco,,Bæredygtighed – Sweco Denmark,https://www.sweco.dk/baeredygtighed/,"Bæredygtighed. Det har aldrig været vigtigere, at vi står sammen om en fælles klimaindsats. Swecos mål er at være klimaneutrale i 2040 og gå forrest i alle de markeder, vi opererer i.",1470000.0,,
452.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,aalborg,,Bæredygtighed i byplanlægningen - Aalborg,https://www.aalborg.dk/om-kommunen/byplanlaegning/temaer-inden-for-byplanlaegning/baeredygtighed-i-byplanlaegning,"Bæredygtighedsblomsten. Udgangspunktet for Aalborg Kommunes fysiske planlægning er en bred tilgang til bæredygtighed, hvor hensynet til miljø, økonomi, natur, sociale forhold og lokale værdier afvejes ud fra en helhedsvurdering, grafisk illustreret med Bæredygtighedsblomsten.",1470000.0,,
453.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,orsted,,Bæredygtighed | Ørsted - Ørsted Udvikling & Ledelse,https://orsted.dk/baeredygtighed,"Bæredygtighed. Klimaudfordringen. Virkningerne af klimaforandringerne bliver stadig tydeligere, og verdens lande er samlet set nødt til at halvere udledningen af drivhusgasser over de næste ti år. Læs mere om udfordringen. Ørsteds arbejde med bæredygtighed. Vi har en ambitiøs ...",1470000.0,,
454.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,bmbyggeindustri,,Bæredygtighed - Bmbyggeindustri 2020,https://bmbyggeindustri.dk/baeredygtighed/,"BÆREDYGTIGHED Bæredygtighed kan defineres som: “Skaffer menneskene og miløet det bedste uden at skade fremtidige generationers mulighed for at dække deres behov”. Bæredygtighed dvs. afvejning af miljømæssige, sociale og økonomiske problemstillinger skal være gennemgående i alle niveauer. Vi vil sikre en udvikling, der er fremtidssikret og har omtanke for klimaudvikling samt ...",1470000.0,,
455.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,coor,,Bæredygtighed - En bred ansvarlighed,https://www.coor.dk/baredygtighed/,"Bæredygtighed - Coor tager ansvar For Coor betyder bæredygtighed, at vi tager ansvar for virksomhedens aktiviteter ud fra et bredt perspektiv, hvor vi er opmærksomme på konsekvenserne af de beslutninger, vi træffer - både på kort og lang sigt.",1470000.0,,
456.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,stark,,Bæredygtighed - Stark,https://www.stark.dk/Baeredygtighed,"Bæredygtighed hos STARK. Bæredygtighed handler om at træffe bevidste beslutninger, der beskytter den jord, vi bor på - et bevidst valg fra din side om at købe produkter, der vil gavne dig og dine omgivelser i det lange løb uden at skade miljøet.",1470000.0,,
457.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,gsv,,GSV og bæredygtighed - det er ikke kun vores logo der ...,https://www.gsv.dk/baeredygtighed/,"Når der tales om bæredygtighed i byggebranchen, bliver der ofte fokuseret på byggematerialerne. Hos GSV har vi fokus på byggeprocessen, og hvordan vi kan bidrage til lavere udledning af CO2. Gennem et tæt samarbejde med vores producenter, arbejder vi altid på at have den miljøvenlige løsning. Byggebranchens klimaaftryk",1470000.0,,
458.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,interflora,,Bæredygtighed | Interflora Danmark,https://interflora.dk/baeredygtighed,"Hej bæredygtig indpakning! Det er vigtigt for os, at danskerne kan huske hinanden med god samvittighed. Derfor pakkes alle vores buketter og gavehilsner nu ind i bæredygtigt og FSC-certificeret kraftpapir og silkepapir.",1470000.0,,
460.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,danaeg,,Bæredygtighed | DANÆG,https://www.danaeg.dk/om-danaeg/baeredygtighed/,"BÆREDYGTIGHED Æg og klimaet. Nogle af tidens største fokusområder er klima og bæredygtighed. Denne bevågenhed smitter af på de globale fødevaretendenser, hvor bæredygtig produktion, et nedsat kødforbrug og fokus på at købe fødevarer i sæson og …",1470000.0,,
461.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,matas,,Bæredygtighed - Matas,https://www.matas.dk/hjertesager/baeredygtighed,"I Matas"" fysiske butikker og på matas.dk bliver der foretaget 21 mio. transaktioner om året. Matas har dermed et stort ansvar for at sikre et vedvarende fokus på miljøet gennem bæredygtighed i koncernens processer – helt fra produktion af produkter, pakning og distribution, energiforbrug i butikkerne, udlevering af plastikposer til kunderne og helt til når den tomme emballage bliver ...",1470000.0,,
462.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,ku,,Bæredygtighed – Københavns Universitet,https://om.ku.dk/profil/baeredygtighed/,"Københavns Universitet har fokus på forskning og uddannelse, der bidrager til løsninger på bæredygtighed og globale udfordringer, som er udtrykt i FN’s verdensmål.",1470000.0,,
463.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,ecolabel,,5 tips til et mere bæredygtigt forbrug,https://www.ecolabel.dk/da/forbruger/baeredygtig-livsstil/5-tips-til-et-mere-baeredygtigt-forbrug,"Et bæredygtigt forbrug handler at være bevidst om, hvilke varer vi køber – og om at være kritisk i forhold til, hvordan de er produceret, hvor god kvaliteten er, og hvorvidt vi har brug for dem. Få 5 gode råd til et bæredygtigt forbrug.",1470000.0,,
464.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,rockwool,,De 3 dimensioner for bæredygtighed - ROCKWOOL A/S,https://www.rockwool.dk/vaerd-at-vide/baeredygtighed/indbygget-baredygtighed/,"Bæredygtighed er meget mere end bare miljø. Bæredygtighed består af nemlig af tre hovedparametre De sociale forhold De økonomiske forhold De miljømæssige forhold. Når vi snakker om bæredygtige byggerier, er det derfor vigtigt at det opfylder alle tre parametre.",1470000.0,,
465.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,spaencom,,Bæredygtighed - Spæncom,https://spaencom.dk/baeredygtighed/,"Bæredygtighed i Spæncom – mod en grønnere fremtid! Kombinationen af funktionelle, økonomiske og æstetiske egenskaber har gjort beton til verdens og Danmarks mest benyttede byggemateriale. Selvom der udledes CO2 i forbindelse med produktion af beton, så er der en lang række bæredygtige fordele ved beton, som opvejer energiforbruget ved produktionen.",1470000.0,,
466.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,jakobsenhuse,,Vores bæredygtige tilgang – Jakobsen Huse,https://jakobsenhuse.dk/baeredygtigt-typehus/,"Bæredygtighed i 3 dimensioner. Hos Jakobsen Huse bygger vi huse, som overholder de 3 dimensioner for bæredygtighed. Dimensionerne er defineret af Energistyrelsen, og vi har taget dem til os. Uden et af de tre områder ville vi ikke være bekendt at kalde et byggeri for bæredygtigt.",1470000.0,,
467.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,scankab,,Bæredygtighed - Scankab,https://scankab.dk/om-os/baeredygtighed/,"For os handler bæredygtighed især om miljøet med fokus på minimering af energiforbrug, CO2-udledning og affaldsspild. ""Vi kan ikke flytte energi, hvis vi ikke har et kabel. Der skal energi til alt. Som producent af fundamentalt nødvendige forbindelsessystemer kan Scankab gøre en reel forskel, når det handler om at udvikle vores produktionsmetoder og processer i en mere bæredygtig …",1470000.0,,
468.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,sas,,Bæredygtighed er en integreret del af SAS | SAS,https://www.sas.dk/baredygtighed/,Bæredygtighed er en integreret del af SAS. Vi CO2-kompenserer alle vores EuroBonus-medlemmers rejser med SAS-flyvninger. Kompensér for dit CO2-udslip her »,1470000.0,,
469.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,jyskebank,,Bæredygtighed i Jyske Bank,https://www.jyskebank.dk/ir/baeredygtighed,"Bæredygtighed i Jyske Bank. Jyske Banks vision er Gør en forskel - og det gælder også den bæredygtige udvikling. Vi ønsker at drive en virksomhed, der optræder ansvarligt og fremmer bæredygtighed i overensstemmelse med vores værdier og med hensyntagen til kunder, medarbejdere og aktionærer.",1470000.0,,
470.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,djoef,,Bæredygtighed giver grønne job | Grøn omstilling | Djøf,https://www.djoef.dk/r-aa-dgivning/jobsoegning/n-ae-ste-skridt-i-karrieren/gr-oe-n-energi.aspx,Bæredygtighed - der er penge i det og der er jobs i det. Få overblik og viden om grønne jobs her på siden. Mange virksomheder arbejder med at omlægge deres produktion til processer styret af bæredygtighed.,1470000.0,,
472.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,ds,,"Standarder for energi, miljø og bæredygtighed - Dansk ...",https://www.ds.dk/da/fagomraader/energi-miljoe-og-baeredygtighed,"Energi, miljø og bæredygtighed er emner, som fylder mere nu end nogensinde før. Nærmest enhver virksomhed har en bæredygtighedsagenda, og det er der god grund til. Virksomheder og organisationer spiller nemlig en afgørende rolle i indsatsen for at nedsætte CO2-udledningen og dermed forbedre den overordnede klimapåvirkning.",1470000.0,,
474.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,rockpanel,,Bæredygtighed - Rockpanel,https://www.rockpanel.dk/om-os/vores-tankegang/baeredygtighed/,"Bæredygtighed kan sige noget om et produkts holdbarhed, om graden af genanvendelighed, produktets energieffektivitet og miljømæssige fordele eller om ansvarlig brug af råmaterialer. Og det hænder, at produktet ikke har nogen af disse egenskaber overhovedet. Bæredygtighed er så bredt et begreb, at ""greenwashing"" vinder mere og mere frem.",1470000.0,,
475.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,hojskolerne,,Bæredygtighed - Højskolerne,https://www.hojskolerne.dk/om-hoejskole/baeredygtighed/,"Bag om højskolernes arbejde med bæredygtighed. Bæredygtighed er et centralt indsatsområde for Højskolerne i Danmark. Foreningen for Folkehøjskoler i Danmark arbejder for, højskolerne kan være med til at vise, at aktivt medborgerskab og et stærkt civilsamfund kan blive en løftestang for en bæredygtig udvikling.",1470000.0,,
476.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,atp-ejendomme,,Bæredygtighed | ATP Ejendomme,https://atp-ejendomme.dk/baeredygtighed/,"Med bæredygtighed arbejder vi mod fire overordnede, strategiske mål: Vi skal skabe et konkurrencedygtigt, langsigtet afkast på ejendomsmarkedet til vores ejere og dermed de danske pensionister Vi skal bidrage til en bæredygtig fremtid for os selv, vores børn, deres efterkommere og verdens natur, herunder FN’s verdensmål",1470000.0,,
477.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,byoghavn,,Bæredygtig byudvikling - By & Havn,https://byoghavn.dk/baeredygtig-byudvikling-2/,"Hvad vi mener med bæredygtighed. I By &amp; Havn arbejder vi for at skabe bæredygtige bydele. Vi er bevidste om, at det både er de store linjer og de små detaljer, der tæller, når man skal danne rammerne for flere tusind menneskers daglige liv og færden.",1470000.0,,
478.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,jackon,,Jackon | Bæredygtighed,https://www.jackon.dk/baeredygtighed/,"Jackon | Bæredygtighed. Jackon i et miljøperspektiv. Jackons produkter er lavet af ekstruderet (XPS) eller ekspanderet (EPS) polystyren – Jackofoam® og Jackopor®. Dette er et bearbejdet olieprodukt, som består af 98% luft og er 100% recirkulerbart.",1470000.0,,
480.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,ncc,,NCC og bæredygtighed | NCC,https://www.ncc.dk/baredygtighed/,"NCC""s arbejde med bæredygtighed udgår fra et holistisk perspektiv, hvor alle tre dimensioner af bæredygtighed - den sociale, den miljømæssige og den økonomiske - samvirker på en tydelig og gennemgribende måde.",1470000.0,,
482.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,okologi,,Bæredygtighed - Økologisk Landsforening,https://okologi.dk/viden-om-oekologi/baeredygtighed/,"Økologi bygger grundlæggende på en ide om bæredygtighed og handler om hensynsfuld omgang med mulden, vandet, luften og livet. Økologi er et nødvendigt fundament for en bæredygtig fremtid og rummer svarene på en lang række af de væsentlige udfordringer, som vi og verden står overfor.",1470000.0,,
484.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,if,,Bæredygtighed | Læs om Ifs arbejde med bæredygtighed,https://www.if.dk/om-if/baeredygtighed,"For If er det naturligt at arbejde med bæredygtighed. Vi vil forhindre, at personskade og tingsskade overhovedet finder sted, hvilket er den bedste tilgang set fra et bæredygtighedsperspektiv. Vores arbejde for at forhindre personskade og tingsskade reducerer miljøpåvirkningen, øger tryghedsfølelsen og reducerer de økonomiske omkostninger.",1470000.0,,
485.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,dansani,,Bæredygtighed hos Dansani - bæredygtigt badeværelse,https://www.dansani.dk/om-dansani/vores-filosofi/baeredygtighed,"Bæredygtighed - når ansvar er en pligt. Bæredygtighed er noget, vi alle skal tænke på i vores hverdag. Badeværelset er et af de rum, som bruger mest energi i dit hjem, og derfor er det et godt sted at starte, når du vil leve mere bæredygtigt.",1470000.0,,
486.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,dfs,,Bæredygtighed - DFS,https://www.dfs.dk/viden/baeredygtighed/,"Bæredygtighed er ikke kun et miljømæssigt fokus på at bremse klimaforandringer og bevare vores biodiversitet. Det er også et fokus på at sikre mennesket som individ og medborger. Det er i den optik, at folkeoplysning kan bidrage til et mere bæredygtigt samfund.",1470000.0,,
488.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,moelven,,Bæredygtighed - Moelven,https://www.moelven.com/dk/miljo-og-baredygtighed/,Bæredygtighed er afgørende for vores konkurrenceevne. Derfor har vi sat os ambitiøse og konkrete bæredygtighedsmål inden for fire hovedområder. For én ting er sikker i de kommende år: Vi skal bidrage til en bæredygtig fremtid med træ.,1470000.0,,
492.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,mercantec,,Bæredygtighed | Mercantec,https://www.mercantec.dk/om-mercantec/baeredygtighed,"Bæredygtighed har både en økonomisk, social og klimamæssig dimension. Derfor integreres bæredygtigheden på både strategisk og operationelt niveau. Mercantecs bæredygtighedsstrategi tager sit udspring i skolens overordnede Strategiplan, hvor et af de 4 strategiske indsatsområder lyder: Vi vil bidrage til bæredygtig udvikling.",1470000.0,,
493.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,scandibyg,,Bæredygtighed - Scandi Byg a/s,https://www.scandibyg.dk/baeredygtighed/,"Sammenlignet med andre materialer er træ en meget bæredygtig løsning, da f.eks. beton og stål kræver store mængder energi i fremstillingsprocessen og dermed har en negativ indflydelse på CO2-aftrykket. I gennemsnit reducerer hver kubikmeter træ, som erstatter et andet byggemateriale, CO2-udslippet med 1,1 ton.",1470000.0,,
497.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,nordea,,Bæredygtighed i Nordea | Nordea,https://www.nordea.com/da/baeredygtighed/baeredygtighed-i-nordea/,"Vores ledelsesmodel for bæredygtighed skaber et solidt grundlag for at udvikle og forankre en bæredygtighedsstrategi og bæredygtighedsmål. Den sikrer, at vi fokuserer på at indføre bæredygtighed i forretningen ved at implementere beslutninger i …",1470000.0,,
498.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,nordeainvestmagasinet,,Bæredygtighed | Nordea Invest Magasinet,https://nordeainvestmagasinet.dk/baeredygtighed,"Verden ændrer sig hurtigere end nogensinde før. Vi bliver flere og flere mennesker. Klimaet forandrer sig. Og nye energiformer titter frem i takt med, at vi skruer ned for brugen af olie og kul. Udviklingen skaber både udfordringer og muligheder. Ikke bare for kloden. Men for mennesker, virksomheder og investorer verden over. I Magasinet prioriterer vi derfor dækningen af bæredygtighed …",1470000.0,,
113.0,bing,“CO2-mik aniatitsineq” OR “Kiatsitsikkiartorneq” OR “silap pissusaa allanngornera” OR “Pariisimi isumaqatigiissut” OR “CO2-qannginneq”,,Greenlandic,facebook,Urani Naamik,Urani Naamik - Posts | Facebook,https://www.facebook.com/uraninaamik2/posts,Urani Naamik. 546 likes · 6 talking about this. Uran Naamik,80.0,Facebook,Uran Nej Tak
1.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,us,,Umhvørvisstovan - Forsíða,https://www.us.fo/,"Øll hava rottuskyldu. Sært tú tekin um rottu, eigur tú at boða kommununi frá. Les um tekin um rottu, hvussu vit verja rottufrí øki, og hvussu tú boðar frá. ...",103.0,statslig,
2.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,torshavn,Tórshavnar kommuna,Tórshavnar kommuna,https://www.torshavn.fo/bustadur-og-bygging/orka-og-umhvorvi/oljutangi-soleidis-gert-tu/,"Oljutangi – soleiðis gert tú Hevur tú ein gamlan oljutanga, sum er millum 20 og 50 ár, skalt tú vera greið yvir, at tangin er í vanda fyri at dálka bæ...",103.0,kommune,
4.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sev,,"Heilsa, Trygd og Umhvørvi - SEV",https://www.sev.fo/roknskapur2019/heilsa-trygd-og-umhvorvi/,"SEV leggur stóran dent á heilsu, trygd og umhvørvi, og hevur tí eina deild, sum burturav tekur sær av heilsu-, trygdar- og umhvørvisviðurskiftum í felagnum. SEV orðaði hin 17. desember 2008 Heilsu-, Trygdarog Umhvørvispolitikk (HTU), ið er alment tøkur á heimasíðuni hjá SEV.",103.0,statslig,Elselskab der eges af alle kommunerne på færøerne
8.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fuglafjordur,,"Kunning um umhvørvi – gamlir oljutangar, sum leka",https://fuglafjordur.fo/kunning-um-umhvoervi-gamlir-oljutangar-sum-leka/,"Borgarar hava gjørt Fuglafjarðar kommunu varhuga við, at olja seyrar úr bakkanum oman móti sandinum, á Gjógvaravegnum áleið miðskeiðis millum Gjógvará og Mentunarhúsið. Talan er um ein gamlan oljutanga, sum hevur likið, har jørðin er dálkað við dieselolju. Tá regn er, lekur oljan úr lendinum og ren",103.0,kommune,"denne kommune har virksomhed i fragt og olie branchen, som gør at de har interesse i arktis"
11.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fma,,Umhvørvi | FMA,https://fma.fo/eftirlit/umhvoervi/,"FMA. Bókbindaragøta 8, Tórshavn Tel +298 35 56 00 fma@fma.fo V-tal: 348686. FAS. Bókbindaragøta 8, Tórshavn Tel +298 35 15 00 fas@fma.fo",103.0,statslig,
12.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,hav,,Starvsfólk í stavrað - Havstovan,http://www.hav.fo/index.php?option=com_content&view=article&id=50&Itemid=178,Havstovan Faroe Marine Research Institute: P. O. Box 3051 Nóatún 1 FO-110 Tórshavn Faroe Islands: Tel +298 35 39 00 hav@hav.fo: Vevmeistari © Havstovan 2011,103.0,statslig,
14.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,us,,Umhvørvi - us,https://www.us.fo/Default.aspx?ID=13791,Umhvørvi. Umhvørvisstovan umsitur umhvørviðsgóðkenningar av virkjum. Hetta kanst tú lesa meira um á síðuni hjá Dálking og Vernd.. Eisini hevur Umhvørvisstovan eina …,103.0,statslig,samme aktør som 761**
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",https://www.gransking.fo/fo/tilfeingi/tidindi/umhvorvi-vedurlag-og-orka-hogt-radfest-i-nordurlondum/,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands
18.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fma,,MLC | FMA,https://fma.fo/mlc/,Executive Order No. 41 of 14 May 2013 on food on board Faroese ships. Executive Order No. 42 of 14 May 2013 on the handling of complaints on board Faroese ships,103.0,,samme aktør som 771
19.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,articon,,"HEILSA, TRYGD OG UMHVØRVI - Articon",https://www.articon.fo/fo/soleidis-arbeida-vit/heilsa-trygd-og-umhvorvi/,"HEILSA, TRYGD OG UMHVØRVI. Starvsfólkini eru týdningarmesta tilfeingið hjá Articon. Tí verða heilsa, trygd og trivnaður sett í hásæti í øllum lutum. Vit eru sannførd um, at góður trivnaður í arbeiðsumhvørvinum betrar skapanarevnini hjá fólki.",103.0,virksomhed,
20.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,framherji,,Framherji - Í sátt og semju við náttúruna,https://www.framherji.fo/,"Framherji vil vera við til at verja nátturu og umhvørvi. Varðveita eitt reint og ríkt hav. Fyribyrgja og avmarka dálking av havi, strondum og luft. Fyribyrgja aðra neiliga ávirkan á …",103.0,virksomhed,
21.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fnu,Føroya Náttúru- og Umhvørvisfelag (FNU),Føroya Náttúru- og Umhvørvisfelag (FNU),https://www.fnu.fo/,"Ársaðalfundurin hjá Føroya Náttúru- og Umhvørvisfelag verður leygardagin 13. marts. Kl. 17.00 kemur Katrin V. Poulsen, ið er “Senior...",103.0,NGO,
