result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?,index,resolved,status,error,filename,mimetype,encoding
64.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,kunoy,,Kunoyar kommuna,http://kunoy.fo/,"Ruskplássið stongt. 09. apr; Vegna ólag á bingju í ruskplássinum í Haraldssundi, er stongt í morgin, leygardagin 10. apríl 2021. Kunoyar kommuna",103.0,kommune,,311,,200,,c4531c3f-6aec-4242-b3a2-5f577becb69c.html,text/html,utf-8
54.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,batafelag,,Tórshavnar Bátafelag | Innilig áheitan á allar siglarar ...,http://www.batafelag.com/,"4/3/2021 · Burturkast á sjónum – spurnablaðakanning 11. november 2020 Løgtingslóg nr. 165 frá 21. desember 2001 um trygd á sjónum, sum seinast broytt við …",103.0,,,306,,200,,45110376-1b8b-4772-9629-1dca1485b4c3.html,text/html,utf-8
60.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,porkeri,,Umhvørvi - Porkeris kommuna,https://www.porkeri.fo/umhvorvi,"SIG TÍNA HUGSAN. Situr tú inni við einum góðum hugskoti, ynski ella viðmerking. Skriva okkum eini boð her.",103.0,kommune,,308,,200,,d4e6b92a-36fc-49a1-b416-2329689f446c.html,text/html,utf-8
67.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,klaksvik,,Náttúruvernd - klaksvik.fo,https://www.klaksvik.fo/natturuvernd,"Náttúruvernd Náttúruvernd Løgtingslóg sigur, at øll skulu við fyriliti og varsemi fara um í náttúruni, einki gera, ið kann skaða, skemma ella gera nakrar ónáðir hjá øðrum. Øll dálking er forboðin eins og gamlir ónýtiligir bátar, bilvrak o.a. burturkast skal burturbeinast og ikki lýta, verða til ska…",103.0,kommune,,313,,200,,5b5e1d31-6427-492f-90d6-8aa97d7f06a5.html,text/html,utf-8
58.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,issuu,,Ferðavinnubýurin Tórshavn by Tórshavnar …,https://issuu.com/torshavnarkommuna/docs/16-01810-8_20t_c3_b3rshavn_20sum_20,"Tilmæli um átøk 2017-2020 Ferðavinnan verður ofta umrødd sum ein tann. Tórshavnar. kommuna. sær. virðið. í. vaksandi. størsta vinnan í heiminum, og gongdin er sambært",103.0,,et link til Torshavn Kommune's tursmepolitik,307,,200,,5a2ced16-d9bc-42a5-a071-d93061093b98.html,text/html,utf-8
68.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,grindahvalur,,Grindahvalur,http://www.grindahvalur.org/,"Endamálið hjá felagsskapinum er at veita óhefta, dagførda, vísindaligt-grundaða vitan um grindahval, eitrandi dálking og fólkaheilsu. Eitt avrit av tíðindaskrivinum sæst her. 1.januar varð ein talvulýsing sett upp í Tórshavn fyri at vísa á ta hóttan, sum ídnaðarlig dálking er …",103.0,NGO,,314,,200,,203ba226-6e0e-4221-b7d0-f17b1a7d2de4.html,text/html,utf-8
426.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,kost,,Bæredygtighed | Kost og Ernæringsforbundet,https://kost.dk/baeredygtighed,"Bæredygtighed. Økologi, biodiversitet, reducering af madspild, uddannelse, sundhed, tilstrækkelig ernæring er alt sammen en del af en bæredygtig udvikling.",1470000.0,,,231,,200,,4d10f1bf-64c0-4966-91d4-b5f87bfc8247.html,text/html,utf-8
74.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,folkaflokkurin,,Stevnuskrá - Folkaflokkurin,http://folkaflokkurin.fo/stevnuskra.html,"Ein miðvísur umhvørvis- og orkupolitikkur eigur at verða førdur. Fólkaflokkurin vil, at samfelagið verjir náttúruna móti dálking og øðrum ágangi og vil styðja altjóða samstarvi á hesum øki. Varandi orkukeldur skulu áhaldandi útbyggjast og troytast. Fiskastovnarnir skulu við skynsomum heildaratliti gagnnýtast á …",103.0,politisk parti,,316,,200,,0975f5be-047f-4b33-a0d4-a62517fa5309.html,text/html,utf-8
76.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sunda,,Barna- og ungdómstannrøkt - Sunda kommuna,https://sunda.fo/barna-og-ungdomstannrokt,"Skrivstova okkara er opin soleiðis: Mánadag, týsdag, hósdag og fríggjadag frá kl.9.00 til kl.16.00. Mikudag er opið frá kl.10.00 til kl.16.00",103.0,kommune,"det første link er måske ikke relevant, det handler om tændpleje",318,,200,,c94db268-3d96-4f19-bb4e-3803592bbe52.html,text/html,utf-8
81.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,tvk,,Ruskplássið - Tvøroyrar Kommuna,http://tvk.fo/divstovnur.asp?STID=21,Her hevur kommunan hentar upplýsingar til tín viðvíkjandi umhvørvi og teknikki. Umhvørvi. ... Reglur um rusk og burturkast frá húskjum Skilhaldsreglur TÍÐINDI Tikið verður móti glasi til endurvinning (25-07-2020) Endurnýtslan er stongd flaggdagin 25. apríl.,103.0,kommune,,320,,200,,ec018c1b-d45b-4bf6-b379-6ac6918f29b4.html,text/html,utf-8
83.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,midflokkurin,,Miðflokkurin,https://midflokkurin.fo/arbeidsaetlan,"at umhvørvisdálkingin verður tikin í álvara og at dentur verður lagdur á at fyribyrja dálking; at Føroyar fara ikki uppí ES (EU), men í staðin tryggja góðar handilsavtalur við EU …",103.0,politisk parti,,321,,200,,0df28fcc-5c96-4684-879f-4fc236c8daa5.html,text/html,utf-8
208.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,sev,,Søgan - SEV,https://www.sev.fo/um-okkum/sev-folksins-ogn/sogan/,"Eini 300-400 fólk savnaðust í Norðurlandahúsinum 27. og 28. september 2016, tá ið SEV varpaði ljós á grøna elorku, nýbrot á elorkuøkinum, visiónir og veðurlagsbroytingar á altjóða ráðstevnuni, “100by2030”. Ráðstevnan var hildin í sambandi við, at SEV fylti 70 ár 1. oktober 2016.",2320.0,virksomhed (statslig),,337,,200,,74cc7d16-4875-49b6-a930-f911795c26cf.html,text/html,utf-8
96.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fisk,,FAO - Fiskimálaráðið,https://www.fisk.fo/fo/arbeidsoki/fiskivinna/millumlanda-samstarv/fao/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,Fiskeriministeriet,323,,200,,59d6caae-e08e-4b67-ac50-63a727396f1d.html,text/html,utf-8
14.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,us,,Umhvørvi - us,https://www.us.fo/Default.aspx?ID=13791,Umhvørvi. Umhvørvisstovan umsitur umhvørviðsgóðkenningar av virkjum. Hetta kanst tú lesa meira um á síðuni hjá Dálking og Vernd.. Eisini hevur Umhvørvisstovan eina …,103.0,statslig,samme aktør som 761**,293,,200,,4e6addf2-7dc8-4a9f-8e57-76c9bdebe836.html,text/html,utf-8
92.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,tjodveldi,,Tjóðveldi - Lýsing,https://www.tjodveldi.fo/,"Skulu vit skilja rusk uttandura, í vindi, myrkri og regni? Slíkar eru umstøðurnar í dag. Er tað nakað at bjóða arbeiðsfólki? Hvør av okkum hevði tímað at staði úti í hesum veðrinum og skilt plast, sum politikkarar hava bløbbað um í áravís? Tað hevur verið prát, prát og aftur prát um at skilja okkara burturkast.",103.0,politisk parti,,322,,200,,c8d6d3f8-8e1b-47cf-846d-ea0429f9903b.html,text/html,utf-8
240.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,gransking,,Opið hús hjá nýggja granskingarstovninum …,https://www.gransking.fo/fo/tilfeingi/tidindi/opid-hus-hja-nyggja-granskingarstovninum-sjokovanum/,"Opið hús hjá nýggja granskingarstovninum Sjókovanum. Í sambandi við, at privati granskingarstovnurin Sjókovin varð settur á stovn fyrr í ár, verður opið hús og framløgur í Bátasavninum í Leirvík nú mikudagin 17. juni kl.",2320.0,,forsknings institut,343,,200,,159f6271-4c6b-443c-b4ea-b4e82ecefc07.html,text/html,utf-8
149.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,ummr,,Tíðindi - Uttanríkis- og mentamálaráðið - …,https://www.ummr.fo/fo/kunning/tidindi/?page=11,Evnið á ráðstevnuni verður Tey 17 heimsmálini fyri burðardyggari menning – við atliti at fólkaræði og 04.10.2018 14 førleikametingarstarvsfólk fingu prógv 17.-19. september 2018 skipaði Yrkisdepilin í Mentamálaráðnum fyri skeiði í førleikameting fyri starvsfólk innan ymiskar útbúgvingar- …,95.0,statslig,Udenrigs- og kulturministeriet,328,,200,,6808a321-7d1e-4c76-8acc-3ed79eabfb3e.html,text/html,utf-8
135.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,visitvagar,,Ferðavinnu- og menningarstrategi fyri Vágar og Mykines,https://visitvagar.fo/content/uploads/2020/12/visitvagarfaldaridupultsidurwebsmall.pdf,"Heimsmál 12.6-12.b. 12.8 Spjaða vitan um ein burðardyggan lívshátt. Áðrenn 2030 skulu vit tryggja, at fólk allastaðni hava . neyðugu vitanina og upplýsingina til at virka fyri . burðardyggari menning og at liva lív sítt í javnvág við náttúruna. 12.10. Skapa betri amboð til at eygleiða árinini av . burðardyggari ...",95.0,kommunal,turisme politik for Vága Kommunu,327,,200,,e4a958f8-2b1c-481c-ab1b-1d1f13e49ef8.pdf,application/pdf,
202.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,jenskjeld,,Upprunavøkstur í Føroyum / Oprindelig trævækst på …,http://jenskjeld.info/artikler/traer.htm,"Helst hvarv hassil úr Føroyum vegna veðurlagsbroytingar umleið ár 1200. Í Hetlandi var hassil heilt vanligt; men nú er tað við at hvørva har eisini, hóast okkurt hendinga træ enn stendur eftir. Bjørk, Betula nana og B. pubescens hava vaksið í Føroyum síðan ta seinastu ístíðina fyri umleið 10.000 árum síðani.",2320.0,individ,Jens Kjeld har lige vundet nordens miljø pris,336,,200,,a13fe771-1d30-43e2-a41b-61cd82d9c9c5.html,text/html,windows-1252
150.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,cloudfront,,HEIMSMÁLINI MÁL FYRI BURÐARDYGGARI MENNING,https://d3b1dqw2kzexi.cloudfront.net/media/11864/heimsm%C3%A1l-faldari-jan-2019.pdf,"„heimsmál“ ella „menningarmál”. Landsstýrið virkar fyri hesi framsóknu stevnuskrá. Til tað krevst, at vit øll kenna málini og lyfta í felag – myndugleikar, einstaklingar, feløg, felagsskapir og so framvegis. Tí hevur Føroya landsstýri týtt tey 17 málini og 169 undirmálini til føroyskt.",95.0,statslig,,329,,200,,8c3d6225-9f2f-4a12-a1b1-4f3924f33c05.pdf,application/pdf,
114.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,fuglafjordur,,"Framløgan til kjak, ið Súsanna Olsen, námslektari í ...",https://fuglafjordur.fo/framloegan-til-kjak-id-susanna-olsen-namslektari-i-samfelagsvisindum-helt-a-altjoda-kvinnudegnum-8-mars-2021/,"UNESCO stovnurin undir ST vísir á, at bert 35 % av kvinnunum í heiminum lesa innan náttúruvísind og bert 3 % innan informatións- og kunningartøkni. Vit eru væl á veg inn í 4. ídnaðarkollveltingina, og hendan tíðin eftirspyr eina rúgvu av førleikum, sum kvinnur útbúgvingarliga ikki eru so raskar at melda seg til.",95.0,kommune,,326,,200,,69efa066-ede8-4890-8aea-9b2dc49ae63d.html,text/html,utf-8
21.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fnu,Føroya Náttúru- og Umhvørvisfelag (FNU),Føroya Náttúru- og Umhvørvisfelag (FNU),https://www.fnu.fo/,"Ársaðalfundurin hjá Føroya Náttúru- og Umhvørvisfelag verður leygardagin 13. marts. Kl. 17.00 kemur Katrin V. Poulsen, ið er “Senior...",103.0,NGO,,298,,200,,48aa16b9-23eb-4d04-abed-bee8c600299e.html,text/html,utf-8
62.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Orka og elveiting - Umhvørvis- og vinnumálaráðið,https://www.uvmr.fo/fo/arbeidsoki/orka-og-elveiting/,"Orka og elveiting. Yvirskipaða málið við orku- og elveitingarpolitikkinum er at tryggja bíliga, trygga og burðardygga orku. Orkupolitikkurin snýr seg tískil einamest um at minka um oljunýtsluna og at gagnnýta náttúrugivna orkutilfeingið á besta hátt við fyriliti fyri búskapi, veitingartrygd, náttúru og umhvørvi.",103.0,statslig,samme aktør som 788,309,,200,,9ac0fd37-3af6-424c-8bfb-9217f2a8b0a4.html,text/html,utf-8
339.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,mannaz,,Bæredygtighed i din strategiudvikling | Kursus hos Mannaz,https://www.mannaz.com/da/kurser-og-uddannelser/skab-baeredygtige-resultater-17-verdensmal/,"Det er stadig vigtigt. Men i dag er det også vigtigt at fokusere på bæredygtig innovation af forretningsmodeller og ydelser. Hvis I skal lykkes i fremtiden, er det afgørende, at I tager højde for de ændrede krav, som mange kunder og borgere stiller. Disse krav afspejles i FN´s 17 verdensmål for bæredygtighed.",1100000.0,,,169,,200,,f7dfc578-211d-4e8a-9d58-cd346bfb0ad1.html,text/html,utf-8
214.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,nlh,,Marjun Syderbø Kjelnæs í uppskoti til Barna- og ...,https://www.nlh.fo/fo/tidindi/tidindi-ur-nordurlandahusinum/marjun-syderbo-kjelnaes-i-uppskoti-til-barna-og-ungdomsbokmentavirdislon-nordurlandaradsins-2021/,"Hetta er ein bók um, hvussu ungdómurin ber seg at í einum heimi við avbjóðingum. Bókin tematiserar evni sum veðurlagsbroytingar, nýtslu av skíggjum, rúsdrekkamisnýtslu, sorg, og harafturat stór og torskild evni sum samleika, seksualitet, vísindi og trúgv. Stutt um bókina Bókadeild Føroya Lærarafelags gav Sum rótskot út í 2020.",2320.0,,samme aktør som 862,339,,200,,04c2b35b-ff94-4e17-8825-721f50c065c6.html,text/html,utf-8
63.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,setur,,Eyðfinn Magnussen - Setur,https://www.setur.fo/en/the-university/staff/eydfinn-magnussen/,"Necessary - Necessary cookies help make a website usable by enabling basic functions like page navigation and access to secure areas of the website. The website cannot function properly without these cookies. Preferences - Preference cookies enable a website to remember information that changes the way the website behaves or looks, like your preferred language or the region that you are in ...",103.0,statslig,"samme aktør som 806, færøernes universitet",310,,200,,d0e76078-8206-4ec5-844b-47ea77e90517.html,text/html,utf-8
215.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,mowi,,Home - MOWI - Faroes,https://mowi.com/fo/,"Aling hevur serliga lítið CO2-útlát og kann tí fáa ein støðugt vaksandi leiklut í at veita vaksandi fólkatalinum í heiminum mat. Heilsugóður kostur Laksur kann vera ein týdningarmikil partur av eini heilsugóðari kostætlan; ikki bert er hann á tremur við góðum proteinum, hann er …",2320.0,virksomhed,lakse opdræt,340,,200,,a8f8d8ce-cf58-434b-8740-54e32e26a9f1.html,text/html,utf-8
171.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,amnesty,,UM MANNARÆTTINDI - Amnesty International …,https://amnesty.fo/hetta-gera-vit/um-mannaraettindi/,"Virðisgrundarlagið hjá Amnesty byggir á heimsyvirlýsingina um mannarættindi hjá Sameindu Tjóðum (ST) frá 1948. Ásetingarnar í heimsyvirlýsingini um mannarættindini er grundarlagið fyri øllum, sum Amnesty arbeiðir fyri. Visjónin er ein heimur, har hvørt einasta menniskja hevur øll tey 30 mannarættindini í …",95.0,NGO,Amnesty International Færøerne,332,,200,,0c4a9963-0d9b-4d1d-aaa2-5946b97f3a2b.html,text/html,utf-8
191.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,tjodsavnid,,Tjóðsavnið,https://www.tjodsavnid.fo/,"Mólendi eru ein natúrlig loysn fyri at minka um veðurlagsbroytingar. Um vit verja tey, verja vit eisini okkara viðbreknu náttúru. Feb 3, 2021. Dec 29, 2020. 2020 er altjóða ár fyri plantuheilsu.",2320.0,statslig,Færøernes national musseeum,333,,200,,3dcac805-3303-4451-8d6d-68ffff14c151.html,text/html,utf-8
291.0,bing,“Burðardygd” or “burðardygg”,,Faroese,als,,Endurnýtsla og burðardygd - ALS,https://www.als.fo/fjolsmidjan/endurnytsla-og-burdardygd/,"Endurnýtsla og burðardygd. Hugsjónin í Fjølsmiðjuni er at gagnnýta okkara tilfeingi og hava fyrilit fyri umhvørvinum. Vit leggja dent á endurnýtslu og at brúka tað, sum vit hava. Nógv av tí, sum verður tveitt burtur, ber væl til at fáa til høldar og brúka í nýggjum og øðrvísi hami.",95.0,statslig,,353,,200,,da884f1d-93ae-452f-b6a2-3e4c55b8ab5e.html,text/html,utf-8
295.0,bing,“Burðardygd” or “burðardygg”,,Faroese,golocalguide,,burðardygg - GoLocal,http://www.golocalguide.fo/burardygg-feravinna2,"Burðardygg Ferðavinna; ÁHUGIN FYRI BURÐARDYGGARI FERÐAVINNU. Áhugin fyri burðardyggari ferðavinnumenning kom í 1997, tá eg í samband við mína útbúgving sum akademiøkonom í ferðavinnu, skrivaði høvuðsuppgávu um burðardygga ferðavinnu í Mykinesi. ... Náttúru, fysisk, alis- og mentanarlig og fíggjarlig burðardygd er ...",95.0,virksomhed,,354,,200,,60fefe6c-4540-43b7-9d57-5beecc7a62be.html,text/html,utf-8
263.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,landsverk,,Samferðsluætlanin 2018-2030,https://www.landsverk.fo/fo-fo/samfer%C3%B0sluaetlanin-2018-2030,"Dagførd Samferðsluætlan Í Samferðsluætlanini 2018-2030 kanst tú millum annað lesa um stevnumið og karmar fyri ferðsluplanlegging og um, hvussu arbeitt verður við at halda undirstøðukervið dagført samsvarandi nútíðini. Í innganginum kanst tú lesa meira um evnini, ið vera viðgjørd í Samferðsluætlanini, um hví ein slík samferðsluætlan er neyðug, um avbjóðingar í ...",2320.0,statslig,"institution under finansministeriet. Landsverk fører tilsyn med vej-, havne- og iværksætteropgaver. Institutionen konsulterer, planlægger, udfører, kører og vedligeholder hovedveje, havne, bygninger, helikopterplader og området omkring lufthavnen. ",348,,200,,aab9af48-8db4-4c9b-bb8c-275bbf524066.html,text/html,utf-8
237.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,diva-portal,,Saman fram ímóti eini altjóða avtalu,https://norden.diva-portal.org/smash/get/diva2:1367672/FULLTEXT01.pdf,VEÐURLAGSBROYTINGAR 41 SPURNINGAR 43 5. partur AMBOÐ TIL AT FREMJA EINA NÝGGJA AVTALU FYRI NÁTTÚRU Í VERKI 45 SPURNINGAR 46 Tilmælispartur 47 ÍSKOYTISSPURNINGAR EFTIRMETINGARPARTUR Handbók: hvussu ungdómssamráðingar verða skipaðar Saman fram ímóti eini altjóða avtalu fyri náttúru og fólk,2320.0,,udgivet af nordens ministerum,342,,200,,e541f8ae-8411-43ba-b17a-7c5ef938cdab.pdf,application/pdf,
75.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,kvf,,Umhvørvið og eg | Kringvarp Føroya,https://kvf.fo/sending/umhvorvid-og-eg,"""Umhvørvið og eg"" er ein sending, sum varpar ljós á tey viðurskifti sum tú og eg hava ávirkan á, tá tað snýr seg um at verja umhvørvið. Ljós verður varpað á góðar vanar og á arbeiði - bæði frá privatari og frá almennari síðu, sum kann vera við til at verja umhvørvið. Vertur er Elin Michelsen.",103.0,statslig nyhedsmedie,,317,https://kvf.fo/sending/umhvorvid-og-eg?sid=116954,200,,244e1945-a472-4041-a808-6b40a32f5448.html,text/html,utf-8
313.0,bing,“Burðardygd” or “burðardygg”,,Faroese,havsbrun,,Sustainable Industry - - Havsbrún,https://www.havsbrun.fo/fo/about/about-us/sustainable-industry/,"Fóðrið hjá Havsbrún: Hevur høgt innihald av góðkendum og burðardyggum marinum rávørum, sum vit meta økir um føðsluviðrið og er meira burðardygt, grundað á okkara framúr góðu landafrøðiligu viðurskifti. Øll rávøran er fiskað av føroyskum, íslendskum, donskum ella norskum bátum.",95.0,virksomhed,,360,,200,,c3a9f5ec-51e4-4f6a-8e28-4aef824e7e8f.html,text/html,utf-8
262.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,klaksvik,,Klaksvíkar kommuna stuðlar Earth Hour,https://www.klaksvik.fo/news/4764/klaksvikar-kommuna-studlar-earth-hour,"Earth Hour er eitt afturvendandi átak, har endamálið er at gera fólk kring heimin varug við veðurlagsbroytingar og harvið umhvørvið. Í morgin, leygardagin 27. marts 2021 kl. 20.30 – 21.30, sløkkir Klaksvíkar kommuna gøtuljósini. Øll eru vælkomin at sløkkja ljósini í ein tíma, frá k. 20.30 – 21.30, soleiðis at vit øll ...",2320.0,kommune,,347,,200,,7380c47a-604a-4750-81ed-d883fcc9c46a.html,text/html,utf-8
100.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,un,,Take Action for the Sustainable Development Goals – United ...,https://www.un.org/sustainabledevelopment/sustainable-development-goals/,"The Sustainable Development Goals are the blueprint to achieve a better and more sustainable future for all. They address the global challenges we face, including poverty, inequality, climate ...",95.0,UN,United Nations,325,,200,,0dd3bf1d-e3ed-43b1-b27f-84654dce72b3.html,text/html,utf-8
